id,label,size,metacluster,metaCLU,x,y,docs_speed_sym,top_terms
1606,Socialization Support * Specialized Open Classroom,46,2,#D66B28,8022.49707,5498.791504,-0.047120419,socialization support|specialized open classroom|generalized support|inclusive disjunction|exclusive disjunction|extensive support|interaction support|distance education process|student voice pedagogy|inclusive value|accessibility problem|pedagogical utility
1608,Cres * Arcu Sur * Middle Level Reader,90,10,#33D628,5476.700195,1689.452759,0.1645491168267741,cres|arcu sur|middle level reader|southern common market|virtual literature|institutional heterogeneity|endogenous problem|middle level learner|internationalization at home|constitutional definition|substantive processes|mercosur|mission statement
1609,Tropical Animal Science * Animal Feeding,67,0,#D62828,-801.371948,-989.807617,0.060027285,tropical animal science|animal feeding|clinical psychopedagogy|special group|health academy|exercise prescription|homestay service|psychopedagogy|sports management|scientific commission|job finding anxiety scale|job finding anxiety|animal nutrition
1610,Indigenous Maternal Pedagogy * Anti Racist Dialog,66,17,#28A3D6,5034.586426,-1757.40979,0.088009114,indigenous maternal pedagogy|anti racist dialog|semiotic environment|social material environment|four rs|ontological tension|desegregated schooling|ethical space|reconciliation education|white flight|educational stagnation|decolonial feminist|socioeconomic bias
1612,Career Adaptability Model * Career Construction,239,30,#D6284A,3616.904053,2579.150635,-0.02342961,career adaptability model|career construction|adapting response|adaptive readiness|adaptation result|adaptability resource|career decision making|career construction model of adaptation|career curiosity|career construction model|commitment anxiety|lack of readiness|career counseling|student career construction inventory|career control
1613,Virtual Conference * Academic Conference * Solovyov Seminar,64,18,#2882D6,5018.251953,5086.211426,-0.058122916,virtual conference|academic conference|solovyov seminar|in person conference|scientific and educational center|heritage research|conference format|hybrid conference|online conference|rural setting|post conference survey|pre conference survey|scientific conference
1614,Peer Effect Estimates * Unobserved Effort * Preference Shock,46,8,#77D628,7193.556641,620.445618,-0.053187476,peer effect estimates|unobserved effort|preference shock|proxy variable|peer effect|isolated student|effort level|endogenous effect|exogenous effect|peer composition|lower ability student|academic effort
1615,Humanistic Student * Collaborative Group Processes,73,13,#28D682,-788.935669,-1573.185791,-0.111743772,humanistic student|collaborative group processes|analogue drawing|design genre|explorative case study|visual facilitation|digital designer|digital learning design|digital prototyping|sociomaterial analysis|academic terminology|visual production|interdisciplinary domain
1616,Refugee Boy * Children's Discussion * Emotional Collision,94,22,#5528D6,2605.896729,-4750.019043,0.040327294,refugee boy|children's discussion|emotional collision|character accentuation|exalted accentuation|dysthymic type|pedantic type|test abandonment|difficulty order|listening domain|speaking domain|academic stress|test booklet
1617,Dark Matter * Immeasurability * Multi Academy Trust,85,23,#7728D6,432.69339,2165.875977,0.2162162162162162,dark matter|immeasurability|multi academy trust|fermion|practitioners' knowledge|measurability|dark energy|academic continuing education|vocational habitus|weakly interacting massive particle|wimp|consilience|multi level structure
1618,Chen Jianhua * Affective Result * Teacher Buoyancy,74,21,#3328D6,2262.712402,488.803619,0.020641356,chen jianhua|affective result|teacher buoyancy|teacher buoyancy scale|foreign literature|collaborative dimension|communicative dimension|strategic dimension|traditional character|local factor|cognitive result|critical dimension|simplified character
1619,Economic Political Processes * Transclass Penetration,81,27,#D628AF,6524.012695,-2788.149902,-0.108868502,economic political processes|transclass penetration|inventive character|telematic systems|informatic systems|commercial journalism|ecological character|photo novel|comic magazine|media processes|telenovela|emancipatory character|popular genre
1620,School Racial Segregation * Between Semester,108,2,#D66B28,4876.442383,2138.226562,0.077651515,school racial segregation|between semester|relative diversity|multigroup segregation|charter school policy|systemic inconsistency|charter management organization|atkinson index|elementary and secondary school emergency relief fund|virtual school|esser|no excuses|increased demand|teacher strain
1621,Uttarakhand Open University * Discontinuance,66,4,#D6AF28,-168.65921,4073.509766,-0.133414436,uttarakhand open university|discontinuance|examination marking|deanship|trainer researcher|learning support center|behaviourist learning|website usability|social satisfaction|e service|maturity level|physical satisfaction|capability maturity
1622,Protease Inhibitor * Experimental Toxicology,85,16,#28C5D6,-8149.141602,5257.218262,0.1880239520958083,protease inhibitor|experimental toxicology|biotechnological application|antitumoral activity|bioactivity|toxicology|antinociceptive activity|antidiabetic activity|natural sciences museum|pharmacology|sensory garden|poisoning|pharmacology education
1623,Micro Credential Learning * Relevant Qualification,29,11,#28D63F,1174.050659,2449.30127,0.001036269,micro credential learning|relevant qualification|scholastic capital|workforce upskilling|edtech organization|workforce reskilling|institutional mindset|micro credential program|digital micro credential|fifth industrial revolution|society course
1624,Andalusian Variety * Precaves Xxi * Spanish Variety,68,12,#28D660,6032.577148,-526.635559,0.050094263,andalusian variety|precaves xxi|spanish variety|linguistic attitude|greek cypriot|linguistic belief|polish diaspora|castilian|polish language|separate bilingualism|turkish cypriot|complementary school|andalusian spanish
1625,Benzodiazepine Anxiolytic * Atomoxetine,36,8,#77D628,-2651.974609,-8215.923828,0.2551470588235294,benzodiazepine anxiolytic|atomoxetine|atomoxetine hydrochloride|university adaptability|methylphenidate|energizer|modafinil|adrenergic uptake inhibitor|anatomy student|study demands|acetylsalicylic acid|neuroenhancement
1626,Search Firm * College President * Political Frame,113,7,#98D628,8846.944336,4464.389648,0.004983389,search firm|college president|political frame|symbolic frame|structural frame|human touchpoint|remote orientation|presidential search|provost|continual evaluation|dean|remote advising|candidate education|university president
1627,Challenge Based Instruction * Skills Inventory,42,4,#D6AF28,2796.648193,6636.377441,0.1965811965811965,challenge based instruction|skills inventory|covid 19 transition|academic deficiency|teaching practice quality|task prioritization|professional teaching skill|progress test|mentoring support|network system|computer science department|sapienza university
1628,Phrase Acquisition * Incremental Rehearsal,64,10,#33D628,1736.29834,-6148.296387,-0.152092676,phrase acquisition|incremental rehearsal|strategic incremental rehearsal|multiplication fact|traditional drill|math fact|fact retention|subtraction fact|sight phrase|flashcard intervention|ipad stylus|ipad keyboard|ipad intervention
1629,Scientific Facet * Steam Movement * Economic Demands,29,22,#5528D6,3061.511719,-3930.163818,0.010216346,scientific facet|steam movement|systems model|economic demands|social conception|democratic schooling|economic rationality|social demands|political demands|own education|cultural demands
1630,Faculty Organizer * Public Sector Bargaining * Oral Historian,185,16,#28C5D6,1641.710938,-1164.547729,0.3976153447382063,faculty organizer|public sector bargaining|oral historian|part time teaching|non tenure track|contingent faculty|systematic reform|writing center director|pandemic recession|adjunct faculty|adjunct professor|part time faculty|tenure track|tenured faculty|psychic reward
1631,Macro Theory * Tianxia * Pluriversalism,36,3,#D68D28,7136.85498,-1497.593018,0.013357308,macro theory|tianxia|pluriversalism|critical syncretism|asia as method|ontological position|epistemological position|kuan hsing chen|relational concept|pluriverse|inter referencing|rhodes must fall
1633,Lexicography * Dictionary Entry * Explanatory Dictionary,101,21,#3328D6,4400.797852,-5506.657227,0.00032041,lexicography|dictionary entry|explanatory dictionary|bilingual dictionary|online dictionary|monolingual dictionary|dictionary use|dictionary compilation|terminological dictionary|multilingual dictionary|electronic dictionary|pedagogical lexicography|etymological dictionary|cambridge dictionary
1634,Academic Digital Library Search * Exploratory Browsing,10,11,#28D63F,2931.36792,4716.35498,-0.014044944,academic digital library search|exploratory browsing|interactive workspace|exploratory search|controlled laboratory study|search interface|academic digital library|search task|attention capture|probe recall
1635,Mots Cle * Relations Internationale * Public Diplomacy,118,14,#28D6A3,6973.938965,5626.083984,0.003516999,mots cle|relations internationale|public diplomacy|palabras clave|relaciones internacionale|global korea scholarship|soft power|international relation|global ir|apprentissage actif|belt and road|primary institution|confucius institute|p and p special issue
1636,Eligibility Condition * Retention Condition,61,30,#D6284A,9942.885742,-2587.338867,-0.043071786,eligibility condition|retention condition|zell miller scholarship|scholarship loss|scholarship dynamic|hope scholarship|scholarship retention|tuition support|b.a. completion|value added framework|texas public university|college value added|merit based scholarship
1637,Empathetic Interview * Physics Journey * Well Equipped Classroom,113,5,#D6D028,-3804.226807,3278.895752,0.1164638269100743,empathetic interview|physics journey|well equipped classroom|physics trajectory|standpoint theory|balanced curriculum|domain of power|synergistic framework|adequate infrastructure|academic discipline subject area|physics program|astronomy major|holistic ecosystem|fair assessment
1638,Graduate Thesis * National Thesis Center * Master's Theses,164,26,#D628D0,1277.096924,243.996262,0.2729604925602873,graduate thesis|national thesis center|master's theses|graduate student thesis|higher education council|gazi university|thesis type|directive feedback|thesis draft|efl supervisor|publication year|linguistic accuracy|thesis supervision|linguistic appropriateness
1639,University Counseling * Counseling Center,106,9,#55D628,-342.187836,-5888.983887,-0.122588675,university counseling|counseling center|psychodynamic psychotherapy|psychotherapy training|presenting concern|college counseling|psychotherapy process and outcome|counseling center assessment|psychotherapy outcome|alliance rupture|academic distress|therapist effect|refugee patient|psychodynamic
1640,Program Axis * Impact Axis * Training Axis,24,2,#D66B28,10418.02832,6249.540039,-0.040332907,program axis|impact axis|training axis|capes evaluation|regional council|federal fluminense university|professional doctorate program|university of florida|master's courses|stricto sensu|doctoral course
1641,Physical Literacy Program * Psychological Domain * Social Domain,149,0,#D62828,-1418.941162,-3554.13208,-0.105875831,physical literacy program|psychological domain|social domain|physical domain|environmental domain|family domain|present activity|transcendental domain|cognitive domain|past activity|affective domain|whoqol bref|communal domain|physical literacy assessment
1642,Catalytic Inference * University 4.0,70,0,#D62828,-94.03759,1158.494141,0.082372323,catalytic inference|university 4.0|indicator of digital development|power of synthesis|imaginative thinking test|community appreciation|personal instruction|external environment|smart university|university generation|smart infrastructure|internal environment|bloom's classification
1643,Trauma Informed Care * Trauma Informed Approach,174,29,#D6286B,-4051.2146,-2459.456055,0.1514423076923076,trauma informed care|trauma informed approach|trauma informed practice|secondary traumatic stress|compassion satisfaction|trauma informed skill|compassion fatigue|trauma informed|trauma informed attitude|interpretive phenomenological methodology|vicarious trauma|trauma|settlement factor|trauma informed training
1644,Collaborative Filtering * Recommendation Accuracy,188,4,#D6AF28,-3774.886963,1757.521362,0.054472091,collaborative filtering|recommendation accuracy|course recommendation|recommender systems|personalized recommendation|cold start|recommendation model|recommendation system|recommendation algorithm|recommender system|content based filtering|hybrid recommendation|resource recommendation|user based filtering|data sparsity
1645,Triage * Triage Education * Emergency Medicine,112,18,#2882D6,-9633.765625,2366.825439,0.013539652,triage|triage education|emergency medicine|triage training|triage competency|korean triage|acuity scale|emergency department|emergency service|pediatric emergency medicine|pediatric emergency|triage knowledge|emergency nurse|simulation in medical education
1646,Interactive Chart * Text Based Model * Lecture Transcription,41,28,#D6288D,-2166.986084,-6462.041504,-0.0499002,interactive chart|text based model|lecture transcription|transcription quality|video streams|school age educare|didactic features|extended education|software module|academic educator|behavioral features|prediction result
1647,Pedagogy OF Refusal * Colonial Futurity * Einsteinian Gravity,61,14,#28D6A3,9342.361328,1711.042847,0.0954147,pedagogy of refusal|colonial futurity|einsteinian gravity|teaching gravity|einstein first|social effect|physical effect|colonial university|political effect|cognitive effect|normative power|top down change|localised scale
1648,School Work Boundary * Epistemic Element * Instrumental Element,84,13,#28D682,1597.535522,-2738.442383,0.055124029,school work boundary|epistemic element|instrumental element|temporal element|social element|individual initiative|designable element|disconnected setting|interpersonal domain|spatial element|democratic ends|personal element|hegemonic domain
1649,Citation Practice * Integral Citation * Non Integral Citation,32,27,#D628AF,7191.055176,-9468.248047,0.3167791706846673,citation practice|integral citation|non integral citation|citation form|citation function|citation norm|citation type|reporting verbs|reporting verb|politics of citation|rhetorical function|reporting clause
1650,Controlling Conversation * Principal Teacher Conversation,58,12,#28D660,3734.724854,5909.245117,0.098335855,controlling conversation|principal teacher conversation|social psychological mechanism|academic optimism|teacher vitality|val ed|vanderbilt assessment|academic emphasis|indirect relation|organizational trust|sportive success|direct relation|teacher academic optimism
1651,Contemporary Debt * Conceptualizing Education * Debt Economy,42,18,#2882D6,1325.804321,4652.549316,0.065660377,contemporary debt|conceptualizing education|debt economy|schole|economic obstacle|social obstacle|philosopher of education|education reality|political obstacle|health obstacle|financial obstacle|technical obstacle
1652,Field Classification * Northern America * Wealthy Country,44,24,#9828D6,-1612.988159,-433.268066,-0.038669065,field classification|northern america|wealthy country|small country|mobility flows|leiden ranking|academic inbreeding|institutional mobility|fable book|insider|southern europe|central europe
1653,Encouraging The Heart * K 12 Pathways * Programmatic Coherence,75,12,#28D660,3788.401855,5729.341797,-0.024841695,encouraging the heart|k 12 pathways|programmatic coherence|tacit value|leadership move|gentrification|evidence based vision|whole of school commitment|modeling the way|dl program|challenging process|relational trust|socioeconomic shift
1654,Moral Axiological Criteria * Cultural Competence Formation,98,30,#D6284A,5491.707031,-2897.765869,0.1217564870259481,moral axiological criteria|cultural competence formation|conscious comparative method|cognitive criteria|foreign languages class|communicative criteria|professional enrichment|cultural criteria|role play method|non philological student|personal enrichment|value based attitude|motivational criteria
1655,Graph Neural Network * Contrastive Learning,198,4,#D6AF28,-4706.156738,-261.647003,0.1777522935779816,graph neural network|contrastive learning|node classification|self supervised learning|node representation|graph convolutional network|node embedding|graph structure|incomplete features|feature completion|graph classification|network embedding|backdoor attack|meta path|link prediction
1656,Wil Context * Wil Partnership * Systematic Mechanism,22,13,#28D682,1620.482666,3341.174316,-0.002738788,wil context|wil partnership|systematic mechanism|reciprocal processes|industry group|undue influence|ideological objective|corporate power|sustainable processes|corporate influence|external partner
1657,Segundo Tempo * Iramuteq Program * Program Delay,50,4,#D6AF28,1491.946533,4342.444824,0.085411684,segundo tempo|iramuteq program|program delay|sport development|scientific congress|administrator quality|finance model|hiring mechanism|sports equipment|educational sport|facility condition|bureaucratization
1658,Priority 2030 Program * Displaced Ideal Method,30,29,#D6286B,7367.280762,347.003754,0.061609805,priority 2030 program|displaced ideal method|university performance indicator|excellence initiative|project 5 100|cumulative advantage|third party funding|cumulative disadvantage|strategic academic leadership|cumulative advantage disadvantage|academic excellence program
1659,Pakistani Researcher * Non Western Student,86,8,#77D628,8949.855469,2678.722412,0.00331675,pakistani researcher|non western student|university of jyvaskyla|decolonized approach|migrant farmworker|swedish|finnish medium school|eurocentric bias|swedish medium school|newly arrived student|newly arrived|newly arrived migrant student|seasonal farmworker
1660,Astin’s Theory * Tinto’s Integration Theory,68,15,#28D6C5,1550.078003,2896.713379,-0.015821058,astin’s theory|tinto’s integration theory|cooperative governance|student representative council|multi site case study|university statute|student governance|governance principle|disability percentage|democratic plurality|facebook use|university governance model|governance limitation
1661,Black Engineer * Summer Engineering Experience * Seek Program,58,30,#D6284A,-576.921021,4537.958984,-0.051515152,black engineer|summer engineering experience|seek program|redshift|molecular level|national society|gravitational redshift|galaxy property|oncogene|stem outreach|molecular function|summer bridge|science outreach
1662,General Practice * Family Practice * Primary Care,131,25,#BA28D6,-8637.475586,2510.085205,-0.025418397,general practice|family practice|primary care|family medicine program|primary health care|general practitioner|gp trainee|behavioral health|nurse competence scale|gp registrars|primary care behavioral health|family physician|nurse attitude|nurse knowledge
1663,Home Care * Home Care Service * Long Semester Care,125,25,#BA28D6,-11398.63086,-5185.922852,0.094657919,home care|home care service|long semester care|online life|residential aged care|nursing home|aged care|home for the aged|academic mother|informal care|spld|perceptional processes|family carer|care work
1664,Formal Authority * Expert Style * Delegator Style,36,11,#28D63F,-915.583252,-157.600769,0.1635220125786163,formal authority|expert style|delegator style|facilitator style|personal model|delegator|delegator teaching|teaching style|teaching expert|command style|smile model|cyber pedagogy
1666,Playshop * Multimodal Video Analysis,62,21,#3328D6,3365.973389,-2434.063477,0.07480916,playshop|multimodal video analysis|mediated discourse analysis|classroom makerspace|participatory literacy|existential engagement|play based literacy|puppet animation|philosophy of action|school pedagogues|maker literacy|anticipatory action|filmmaking
1667,Different Representation * Mathematical Connection,76,22,#5528D6,-498.71933,-3876.631348,0.069471624,different representation|mathematical connection|procedural connection|access threshold|quantum cognition|academic french|mathematical narrative|feature connection|schema application|variable connection|part whole|intra mathematical connection|geometrical reasoning
1668,Informal Science * Computing Confidence * Computational Identity,61,18,#2882D6,850.867249,2822.427246,0.1623672230652503,informal science|computing confidence|computational identity|science aspiration|under served school|science capital|bioinformatics student|science participation|intersectional computing|social justice culture|informal science education|campus expectation|science engagement
1669,Colonoscopy * Adenoma Detection * Endoscopy,114,25,#BA28D6,-13066.87109,2825.021973,0.2709677419354839,colonoscopy|adenoma detection|endoscopy|bowel preparation|cecal intubation|adenoma|gastrointestinal|polyp detection|colonic polyp|colonoscopy quality|gastroenterology|boston bowel preparation scale|cathartic|endoscopist
1671,Task Avoidance Goal * Task Approach Goal * Self Avoidance Goal,97,2,#D66B28,454.509399,-437.948029,0.1093117408906882,task avoidance goal|task approach goal|self avoidance goal|achievement goal|other approach goal|task based goal|other avoidance goal|self based goal|self approach goal|performance avoidance|performance approach|mastery goal|performance approach goal
1672,Diffractive Practitioner * Spatial Temporalities,63,13,#28D682,3533.938477,-71.184097,-0.032608696,diffractive practitioner|spatial temporalities|teaching encounter|non linear teaching|affective knowing|self reflexive teacher|material entanglement|overseas volunteer|scientific college|intrinsic factor|extrinsic factor|postcolonial pedagogy|reflective practice questionnaire
1673,Practical Space * Integration Boundary * Narrated Experience,53,22,#5528D6,-1146.137939,-4770.276855,-0.098522167,practical space|integration boundary|narrated experience|involuntary care|ideological security|knowledge alliance|educational subjectivity|school democratization|care and coercion act|temporal dimension|spatial dimension|technical supervision
1674,Hackathon Outcome * One Off Event * Online Cybersecurity,33,11,#28D63F,-254.740784,4603.155762,-0.121710526,hackathon outcome|one off event|online cybersecurity|hackathon|online hackathon|learning by interacting|learning by using|csu engineering|technical curriculum|coding camp|online coding|charles sturt university
1675,Push Factor * Pulling Factor * Pull Factor,76,13,#28D682,8974.232422,-938.637451,0.2025518341307815,push factor|pulling factor|pull factor|community assimilation|switching intention|mooring factor|push pull factor|emigration intention|push pull mooring|migration intention|destination country|family feeling|push pull model
1676,Untracked Classroom * Diversifying School * Racialized Outcome,27,27,#D628AF,995.876526,-5416.835938,0.1728395061728395,untracked classroom|diversifying school|racialized outcome|cooperative instruction|ideational resource|relational resource|academic hierarchy|women professor|racial hierarchy|economic hierarchy|political hierarchy
1677,Technical Communication * Completion Grant,66,9,#55D628,7854.922363,-3022.873291,0.037282942,technical communication|completion grant|community school manager|agriculture improvement act|financial hurdle|county agency|food and nutrition service|open access university|oakland unified|content strategy|model element|organizational topic|institutional content
1678,Virtual Simulation Platform * State Boards OF Education,49,0,#D62828,-14.772626,3424.983643,0.1687815194403774,virtual simulation platform|state boards of education|elevating educator|state board|prelicensure program|nursing regulation|illinois state board|clinical hour|licensed vocational nurse|academic nurse educator|traditional clinical|screen based simulation
1679,Sluggish Cognitive Tempo * Pediatric Behavior Scale,54,8,#77D628,-2499.057373,-7974.925781,0.1772665764546684,sluggish cognitive tempo|pediatric behavior scale|adhd inattentive|adhd combined|cognitive disengagement|mental distance|emotional impairment|cognitive disengagement syndrome|mother rating|bat c|academic impairment|child and adolescent behavior inventory
1681,VR AR Studio * VR Navigation * Visual Retrieval,30,23,#7728D6,3640.833252,6084.535156,-0.020184291,vr ar studio|vr navigation|visual retrieval|patron service|conference service|virtual reading|library administrator|software concern|disabled patron|virtual exhibition|individual implication
1682,Registration Department * Miracle Examination,52,26,#D628D0,-3285.262207,-4598.513184,-0.048184818,registration department|miracle examination|bio inspired algorithms|miracle examination center|admission basis|contestable market|examination center|gpa value|attendance mode|remoteness|optimization algorithms|prediction systems
1683,Mentoring Relationship * Mentor Training * Mentor,252,4,#D6AF28,2506.017822,5191.802734,0.035882908,mentoring relationship|mentor training|mentor|equity minded research|mentoring ecosystems|peer mentor group|mentoring program|midcareer faculty|academic star|scholarly advancement|mentee|youth mentoring|formal mentoring|mentoring practice|mentoring outcome
1684,Entrepreneur Empowerment * Day Service,52,2,#D66B28,4847.00293,5748.336914,0.060398078,entrepreneur empowerment|day service|multi methodological approach|work related learning|industry attachment|labor market knowledge|profound learning disability|higher order cognitive skill|credential attainment|startup|mentally handicapped|learning self efficacy
1685,Community Hack A Thon * Ibm Hbcu Quantum Center,28,5,#D6D028,259.710876,6853.230957,0.4238683127572016,community hack a thon|ibm hbcu quantum center|quantum community|quantum aware|research presence|quantum engineering|grant development|invited speaker|academic industry partnership|competency building|graduate research
1686,Knowledge Tracing Model * Advising Notes,94,4,#D6AF28,-1847.562622,1690.950928,-0.005807201,knowledge tracing model|advising notes|bayesian knowledge tracing|temporal performance|explainable recommender|multi task learning|retention risk|recommended quiz|dynamic key value memory network|knowledge tracking model|document embedding|deep irt|item network
1688,Normative Sector * Transport Law * Transnational Law,69,29,#D6286B,4899.294922,4042.052246,0.093439364,normative sector|transport law|transnational law|tourism law|legal traffic|cryptoassets|advertising law|insolvency law|competition law|payment service|legislative response|corporate law|commercial law
1689,Historically Black College * Hispanic Serving Institution,92,8,#77D628,10219.15918,3368.986572,0.2226999140154772,historically black college|hispanic serving institution|black college|hbcus|servingness|hsis|minority serving institution|hbcu narrative|emerging hsis|latino a x student|outsider status|advising technology|black university
1690,Multi Factorial Approach * Online Learning Initiative,10,2,#D66B28,4396.222656,3043.320312,-0.05060241,multi factorial approach|online learning initiative|software access|time arrangement|individual circumstance|academic institutes|hardware access|flexible scheduling|tailored approach|non standard hour
1691,Meso Framework * Micro Framework * Academic Integrity Procedure,16,21,#3328D6,-2559.391602,-3679.671143,0.010121457,meso framework|micro framework|academic integrity procedure|academic integrity supports|teaching assistant support|macro framework|academic integrity resource|policy consistency|class format|teaching load
1692,School Correlates * High SE * Low SE,89,8,#77D628,8024.323242,-449.32312,0.6417950435365036,school correlates|high se|low se|socioeconomic status|personal correlates|social correlates|stress related factor|cognitive developmental|parental education program|behavioral correlates|external correlates|parent background|maternal education
1693,Fear OF Vulnerability * Open Education Practice,65,1,#D64A28,-1814.805176,3184.659668,0.006948466,fear of vulnerability|open education practice|collaborative seminar|research based seminar|post writing test|process oriented|individual innovativeness|pre writing test|academic poster|product oriented|hayes model|writing pretest|process oriented assessment
1694,Bio Network * Technology Mediated Literacy * Spirit Health,53,2,#D66B28,6679.03125,2050.911621,0.1745358090185676,bio network|technology mediated literacy|spirit health|virtual features|literate community|living library|community socialization|healthy space|modern library|home connection|validating|transformative space
1695,Informative Writing * Chexi * Writing Strength,69,1,#D64A28,4967.353516,-13779.37012,-0.021162734,informative writing|chexi|writing strength|writing weakness|resources facility|parent report|teacher report|strengths questionnaire|literacy variable|difficulties questionnaire|students without disability|multiple genre|complete sentence
1696,Native English Speaking Teacher * Socio Cultural Representation,71,27,#D628AF,6679.770508,-2526.056885,-0.074698795,native english speaking teacher|socio cultural representation|non native teacher|native speakerism|historiographical contribution|psycho emotional impact|nest|hiring discrimination|nnest|academic itinerary|non native english speaking|premium university|korean elt
1697,Knowledge Graph Framework * Knowledge Point * Learning Path,98,11,#28D63F,-1985.943726,-1506.920654,0.169844021,knowledge graph framework|knowledge point|learning path|graph database|neo4j|tail entity|adaptive learning|head entity|test paper generation|entity embedding|explanatory artificial intelligence|test paper|wrong question
1698,Turkish Maarif Encyclopedia * Foundational Field,17,16,#28C5D6,4820.595703,-2879.18457,-0.080882353,turkish maarif encyclopedia|foundational field|turkish academy of science|turkish maarif foundation|history of turk|unity of culture|state structure|academic landscape|scientific language|educational contribution|civilization
1699,Construction Scheduling * Scaffolded Exploration,85,29,#D6286B,8238.141602,2852.904297,-0.025357215,construction scheduling|scaffolded exploration|domain specific setting|systematic solution|post assessment|summary writing strategy|pre assessment|bridge in|guided exploration|post workshop survey|boppps model|hedonic use|gamified pedagogy
1700,Skin Lesion Treatment * Neurocirurgery Nursing,109,7,#98D628,-7063.351562,586.077881,0.086509778,skin lesion treatment|neurocirurgery nursing|infection control commission|estomatherapy|cardiovascular emergency|neonatology residency|pressure injury prevention|pressure injury|pressure ulcer|hospital infection control|electrocardiogram interpretation|pharmaceutical assistance|academic mentoring|academic league
1701,Lecture Replay * Elluminate * Periscope,45,30,#D6284A,2186.729248,-873.942017,-0.030023095,lecture replay|elluminate|periscope|educational symposium|academic lecture|language lecture|esrah|nonverbal elaboration|radiation health|verbal elaboration|lecture framework|multimedia learning theory
1702,Academic Library Practitioner * Author Support,60,23,#7728D6,3533.260986,5895.986816,-0.061864407,academic library practitioner|author support|moroccan academia|rank progression|journal editorial board|english speaking nation|paraprofessional workforce|refereed article|staff anxiety|faculty status|pupil independence|doctoral institution|national affiliation
1703,Slovak Language * Slovak Linguistic * E Exercise,83,21,#3328D6,5347.918457,-6691.365723,0.085665818,slovak language|slovak linguistic|e exercise|slovak study|e test|bachelor's studies|manufacturing technology|faculty of art|hungarian language|institutional equality|slovak as a foreign language|equality measure|technical specialization
1704,Telepresence Robot * Remote Student * Robotic Telepresence,65,26,#D628D0,121.083054,3843.162598,0.1660241583140581,telepresence robot|remote student|robotic telepresence|personalised systems|robot mediated communication|cultural life|case based systems|telepresence|regional student|mental stimulation|economic life|homebound student|careers provision
1705,Global Englishes * World Englishes * English AS A Lingua Franca,151,27,#D628AF,7369.039551,-3421.671387,-0.00943726,global englishes|world englishes|english as a lingua franca|expanding circle|gelt curriculum|inner circle|outer circle|english accent|american english|black philosophy|black writing|english variety|equitable feedback|speaker learner
1706,State Logic * Institutional Logic * Market Logic,75,0,#D62828,2144.550293,2715.118408,0.2505263157894737,state logic|institutional logic|market logic|corporation logic|profession logic|professional logic|emotion labor|community logic|academic logic|teacher emotion|family logic|managerial logic|peer social support
1707,Bipolar Disorder * Manic Episode * Depressive Episode,101,8,#77D628,-3919.878906,2653.133057,0.133248731,bipolar disorder|manic episode|depressive episode|depressive disorder|puerperal psychosis|major depressive disorder|gestational depression|eguide project|affective morbidity|mania|lithium|residual symptom|manic symptom|affective disorder
1708,Stage OF Concern * Consequence Stage * Refocusing Stage,44,2,#D66B28,56.043228,2418.362305,0.3292042042042042,stage of concern|consequence stage|refocusing stage|personal stage|collaboration stage|management stage|informational stage|concerns based adoption model|teachers' concerns|cbam|concerns based adoption|self concern
1709,Cross Ethnic Study * Swahili Version * Dimension OF Mastery,44,30,#D6284A,1245.465088,2190.384277,-0.079096045,cross ethnic study|swahili version|dimension of mastery|mastery questionnaire|preschool version|kenyan context|mastery motivation|dmq 18|non proportional hazard|valid tool|reliable tool|time dependent covariate
1710,Promise Program * Free College * Personalized Letter,89,15,#28D6C5,6663.976562,-1536.066528,0.05037476,promise program|free college|personalized letter|messaging materials|kalamazoo promise|testing cancellation|student reorientation|equity impact|promise scholarship|credit momentum|physics gap|biology stream|female recipient
1711,Uniform Fee * High Attaining Woman * Academic Match,62,8,#77D628,8079.804688,1835.302124,-0.044720915,uniform fee|high attaining woman|academic match|undermatch|college consumption|postsecondary amenity|big time college sport|achievement distribution|degree match|game attendance|degree quality|graduate earning|donation behavior
1712,Format Difference * Resource Affordability * Copyright Law,106,2,#D66B28,2533.130127,3270.132812,0.1582278481012658,format difference|resource affordability|copyright law|library consultation|copyright|syllabus data|copyright dispute|syllabus creation|fair use|affordable materials|fair dealing|professional author|blended pedagogical model|copyright education
1713,Pathos * Logical Appeal * Rhetoric Skill,70,16,#28C5D6,532.451172,-865.501282,-0.013595874,pathos|logical appeal|rhetoric skill|english for it|logo|ethos|technology topic|emotional appeal|rhetorical device|rhetorical strategy|persuasive argument|ethical appeal|public memory
1714,Seat Height * Backrest Height * Seat Depth,72,0,#D62828,-9854.896484,618.183594,-0.065401897,seat height|backrest height|seat depth|seat width|popliteal height|elbow height|shoulder height|furniture dimension|desk height|interior design and furnishing|buttock popliteal length|school furniture|chair design
1715,Sentimental Strategy * Social Need * Empowerment Need,106,3,#D68D28,2476.660889,839.183044,0.025932954,sentimental strategy|social need|empowerment need|rational strategy|latino talent|physical need|social integrative need|health services need and demand|emotional need|sensory strategy|post completion success|personal integrative need|supportive care|unmet need
1716,Student Managed Fund * Socially Responsible Investing,40,11,#28D63F,-201.447678,4804.352051,0.064095292,student managed fund|socially responsible investing|team based discussion|reputation risk|charles dicken|sustainability focus|long semester objective|smif|key value|moral immunity|investment analysis|student managed investment fund
